Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
"Apollo Hospital,Apollo Clinic",Hyderabad,MS - General Surgery,3,"All the doctors concerns towards the surgery is fine and knowledgable person .Everything is fine well .,Iam very happy with the treatment  done by Dr. Abhishek..  I referr this doctor  for any general surgeon problems,I would  like to thank Doctors  Abhishek  sir and Praveen sir . Very cool  person   thank you.  We felt very free to talk  with them . ,Great experience! The cyst removal was done with highest possible efficiency and in a lowest possible time. The coordination between doctor and hospital staff was impeccable. Thanks a ton!",500,Dr. Abhishek Katha,"4.5,3.5",General Surgeon
"Sunshine Hospitals,Sunshine Hospitals",Hyderabad,"MBBS, MS - Orthopaedics",10,"I went with a knee pain problem. He was clear and explained the root cause in a detailed manner. I am satisfied with his diagnosis.,He explained things in layman's terms and he even explained the prescribed medicines too, why we need to take them,Dr. Adarsh is a very warm person and treats you like a family member. I had been suffering from a knee issue for many years which was hindering me to play sports. After meeting several doctors, I approached Dr. Adarsh. He gave my a few medicines and recommended Physiotherapy and within 2-3 months, the pain in my knee disappeared.,Explained the problem in detail with practical approach. Live demo of problem that i am facing was very helpful, ",800,Dr. Adarsh Annapareddy,"4.5,4.5",Orthopedist
Apollo Hospital,Hyderabad,"MBBS, MCh - Neuro Surgery",7,,600,Dr. V Bramha Prasad,4.5,Neurosurgeon
Medicover Hospitals,Hyderabad,"MBBS, MD - General Medicine, DM - Neurology",11,"Good.. I meet the on time and all tests on time and the report are on time.. I am pleased and satisfied also..., Doctor was good,hospital facilities was good, staff and nursing was good, there was no waiting time, it was a good experience.,I visited the hospital to consult another doctor after reading reviews on Practo but on reaching I was informed that he had to leave so they asked me to consult Dr. Raghu. since my wife was having the pain, so we went ahead but the experience was really bad. It seemed like that before even listening to problem doctor had in mind to prescribe a CT scan. He did not tell/explain anything. No temperatur/Blood pressure check.. nothing and just asked to get scan done. ,In the end we felt like why we paid for this consultation and left without any further talks.,I met the doctor based on the feedback written in the practo, the treatment which doctor gave,, he gave  lot of  medication ,I had pain in my leg, am not satisfied with the doctor, i met the doctor multiple times, he give the same medications, I had a worst experience i will never visit this hospital again, the staff are rude they are not friendly, hospital fee is very high. ",800,Dr. Raghu Ram V,3.5,Neurologist
Sadhana Physiotherapy Clinic,Hyderabad,"BPTh/BPT, Bachelor in TCM",9,"I happened to meet Dr Ranjit goud regarding my frozen shoulder problem. He is a thorough professional. Treatment given by him is awesome. Before meeting him I was not able to raise my hand I was not sleeping well at that time. Within couple of months he made me normal. He is very friendly in nature. I recommend him to my known people for treatment as well.,I have been suffering with cervical spondilosis from 5 years.. I have recently visited Dr ranjith and his treatment is working wonders. , He is also very polite and friendly in nature. After few sessions  my pain is gone and also he recommended exercises which are very  helpfulThank u for your great service,Fully satisfy with his treatment , friendly nature and experienced. Doctor was explained treatment clearly.and i went treatment for only one month it is totally recovery the pain.,i visited last week, it was great experience. i dont have any problem with my back pain now...I strongly recommend to visit here.",250,Dr. Ranjith Goud   (Physiotherapist),5.0,Physiotherapist
Apollo DRDO Hospital,Hyderabad,"MBBS, DNB - Orthopedics/Orthopedic Surgery",31,,700,Dr. Jarugumilli Srikanth,3.5,Orthopedist
"Eledent International Dental Hospital,Eledent International Digital Dentistry",Hyderabad,BDS,14,"He is very patience and friendly to clarify our doubts. I must suggest Srinivas Chary. The staff also very friendly.,Dr Akanksha was really sweet.. really loved Akanksha ..the way she did treatment.. at first was afraid .. didn’t feel any pain while looking into eyes .. just coz of this wouldn’t like to visit again for any treatment ,Extracted my wisdom tooth recently...Felt really nervous before going to the treatment..,Dr. Srinivas chary sir is a thorough  professional, was  very caring, humble and did a great job in transforming my smile, thank u eledent",300,Dr. P Srinivas Chary,"5.0,5.0",Dentist
Tulasi Hospitals,Hyderabad,"MBBS, MD - General Medicine, DM - Neurology",7,"Quite patient and nice handling of the patient. Recommend for neurological issues. Prefers lowest possible medication,she is amazing.very understanding.Generally people dont want to see a doctor, but she is the one who you would love to see every day.very satisfied with how she explained.highly recommended ., Generally you won't get one in this arena. she really made my day as well ,Doctor was very friendly and she have very patience, explanation was good about health, I recommend Dr. Deepti Kiran.,The doc prescribed some drugs , When we requested for a medical certificate she simply denied stating she cannot provide it. When you are a doctor why can't you provide a medical certificate stating that what patient is going through, inspite of giving certificate she advised us to seek a different doctor for medical certificate. That's very strange and rude. We wasted our time and money visiting.",500,Dr. M Deepti Kiran,4.5,Neurologist
Apollo Hospitals,Hyderabad,"MBBS, MS - General Surgery, DNB - General Surgery, MCh - Surgical Oncology",16,"The doctor was listening to the health concerns very patiently and observed the previous trends in blood levels to recommend a suitable dose of medication. Also, very polite and friendly. Highly recommended. ",1000,Dr. Manish C Varma,4.0,Oncologist
"Apollo Hospitals,Apollo Cradle",Hyderabad,"MBBS, MD - Obstetrics & Gynaecology",26,"Dr Shanthi is treating my wife for severe abdomen  pains due to endometriosis & frozen pelvis, she comes across as a very compassionate and genuine individual , interact with my wife under severe depression and being  non receptive to any medical suggestions or treatment procedures. The Dr handled the case very well and is treating her to recover well. ",700,Dr. Shanthi Reddy V,"4.0,4.5",Gynecologist/obstetrician
Saanvi's Laser Skin and Hair Clinic,Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",3,,500,Dr. Ramya Krishna C,,Dermatologist
Continental Hospitals,Hyderabad,"MBBS, MD - General Medicine, DM - Cardiology",18,Dr Jayakeethi is an outstanding Professional,600,Dr. Jayakeerthi Y,3.5,Cardiologist
Medicover Hospitals,Hyderabad,"MBBS, MD - General Medicine",7,"It was so smooth. He could identify the issue very quickly. The treatment was apt that, I got relief soon. Didn't recommend any unnecessary tests,Doctor Lakshmikanth is excellent and extremely friendly. He diagnosed my illness and explained about it clearly , gives enough time to explain our problem, he recommends for tests when only required.,Visited for hsv he didn't listen patient words properly nd didn't explain the problems though he mentioned hsv treatment in his skills didn't recommend for hsv treatment ",600,Dr. Lakshmikanth Reddy,3.5,General Physician
Sunshine Hospitals,Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",8," The way of talking and all was very good. I was happy with the consultation of the doctor but not satisfied with the treatment given by the doctor. 10-15min waiting time to consult the doctor. Nothing to improve everything was good, just the treatment. ,I was probably facing the issue from past 6 months when I got diagnosed by Dr. Guruvani Ravu and within one month I got free, I'm fine now actually. She did gave time for the consultation. I will recommend the doctor to my family and friends. Of Course happy with the explanation of the health issue given by the doctor. She understood all the problem and helped me to get better.,She was friendly and listened to the problems. She did prescribe the medicines which were helpful to cure the problem. I am happy with the explanation of the health issue given by the doctor. I will recommend the doctor. The thing I felt should be improved is the consultation fees. Because it was non peak time so there was no waiting time hardly 10min. I had a minor skin issue.,always great experience with doctor. she don't write unnecessary medicines. we have seen positive results for me n my daughter.",750,Dr. Guruvani Ravu,4.5,Dermatologist
Apollo Hospitals,Hyderabad,"MBBS, FRCS - General Surgery",26,"VERY FRIENDLY NATURE.. WELL EXPERIENCED DOCTOR.. POST OP CARING IS VERY NICE.. HIGHLY RE COMMENDED.. ,CONSULTED HIM AT APOLLO HYDERABAD FOR GALL BLADDER STONE ISSUE. HE AND HIS TEAM PERFORMED SURGERY IN SHORT NOTICE., CONSULTATION, POST OPERATION CARE BY HIM.,The doctor is very friendly he listens to the patient problem. I have undergone fistula surgery and I am happy with the treatment provided and the wound is healing. I really appreciate the treatment provided for me. I would definitely recommend this Doctor.,Very efficient doctor ,He is soft spoken and down to earth ..",1000,Dr. Rajasekhar Reddy,4.0,General Surgeon
Apollo Hospitals,Hyderabad,"MBBS, MS - Orthopaedics, FRCS - General Surgery, FRCS - Trauma & Orthopedic Surgery",22,"He cleared all the doubts of patient and explained everything about surgery very calmly .............,We travelled 80 km specially to visit appollo doctor",800,Dr. R Srinivas Reddy,4.0,Orthopedist
Continental Hospitals,Hyderabad,"MBBS, DNB - Paediatrics",24,"a basic friendliness with kid should be there so that next time they want to go to him. Lil more patience with parents will be appreciated, he seem to be in hurry and kind of open the door ...asking you to leave kind of,The doctor is very professional & friendly. He don’t recommend unnecessary medicines. We recommend him,Read the reviews as he listens patiently and consulted this doctor, but not satisfied... He was just in a hurry to visit the next patient and asked us to leave asap when I'm asking more and more questions about our baby..  we hardly spent 15 minutes with the doctor.. ,Visited 2 times. Doctor seemed to be in a hurry, didn't give us attention during the stay time too, kept talking on phone and didn't entertain queries. In fact both the times he got angry on asking questions. ",700,Dr. Anjul Dayal,3.5,Pediatrician
Continental Hospitals,Hyderabad,"MBBS, MS - General Surgery, FRCP - Gastroenterology",20,,700,Dr. Prakasam Rangaswamy K,3.5,Gastroenterologist
Apollo Cradle,Hyderabad,"MBBS, MD - Obstetrics & Gynaecology",25,,700,Dr. Madhumathi,4.5,Gynecologist/obstetrician
Sunshine Hospitals,Hyderabad,"MBBS, DDVL",7,"Very polite, understands and explains the issue. ,Relief observed with beginning of first dose. Thanks to him. Would recommend to everyone.,I had minor allergy so I consulted the doctor and he is very good. I am satisfied with doctor's treatment and I would like to recommend this doctor to other patients. There was not much waiting time and everything was good in the hospital. I will give a rating to the hospital 8/10.,The experience was very bad. ,Only to show my face I went and he gave me a bill of Rs 15000  which contained everything in that hair and all something that’s the reason I didn’t turn up again to him. I will not recommend it to anyone. For every consultation, I visited him fees were 500rs but for treatment, it was Rs 15000 worth and he didn’t prescribe me anything whenever I visited not even one tablet only one face wash and said after this treatment you come we will start what is this way. Only for acne pimple, I visited, wrote Rs 15000 treatment ,Not at all satisfied with the consultation of the doctor.",500,Dr. Krishnanand Boosa,4.5,Dermatologist
"Apollo Hospitals,Apollo Cradle",Hyderabad,"MBBS, MD - Pediatrics",19,"This is one doctor I would not visit again! A very unfriendly and grumpy demeanour, with no discussion or proper listening to the symptoms, no sign of concern or empathy to the concerns of the patient on top of high consultation fees-not at all recommended.Even the treatment regime was nothing that I didn't already know,Our daughter was suffering from cough and fever for a week.",600,Dr. Sharmila K,"4.0,4.5",Pediatrician
Nakshatra Hospitals,Hyderabad,"DM - Neurology, MBBS",22,"Well experienced doctor.   Courteous  and friendly ,Very concern towards the patient, And the doctor is very clearly scrutinize the all issues. ,I am going to explain in points ,They mentioned less than 15 minutes wait time. But I waited for 3 and half hours. , they don't consider practo and online appointments. At least you should wait for 2 hrs even you already had an ",500,Dr. Vijayalakshmi,4.0,Neurologist
PhysioSelect,Hyderabad,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",1,"I was suggested to visit PhysioSelect by Dr. Brijesh for UV massage for my knee pain. All the therapists are certified and skilled. Owner/ Receptionist is very warm hearted person, she introduced me to Dr. Swapna  she evaluated me and came up with the necessary excercises. Session starts by knowing the progress or issues after the previous day session. They suggested me to me get Vitamin D and Vitamin B12 tests only  after which i came know that i had deficiency and now i am taking steps to overpower the deficiency, if not them i wouldn't have got this done. ,I face a lower back pain problem and it was reduced day by day then after again I got the pain. When I visited the doctor, he suggested me to take physiotherapy for complete resolution as the pain is very basic level.i have zero knowledge in physio therapy so i searched in the Google and went for few physio therapy centres and finally I selected physio select for their good reviews and their way of explanation for the cause of pain and it's remediation.,Dr Swapna explains the issues very well,and also tell do's and don't to cure this problem. I was taken total 12 sessions. I am highly recommending,if we have back pain,Dr Swapna is very helpful and she explained the knee pain i was experiencing. She even helped me in how do i manage it after physiotherapy if the pain recurrs. I highly recommend her and physioselect to all.",600,Dr. Swapna Rout   (Physiotherapist),5.0,Physiotherapist
Unique Homoeopathy Multi Speciality Clinic,Hyderabad,"Diploma in Dietetics, Health and Nutrition (DDHN)",3,"2 time visited for my diabetes diet and my wife's weightloss plan, he is so talkative,friendly and best explained realated our problem.i got best results in my previous hypertension issues and my wife's thyroid issue. we can believe in him.i would like recommend to all my friends and relatives.",1000,Mr. Dt.Jagdish,5.0,Dietitian/nutritionist
Apollo Hospital,Hyderabad,"MBBS, MS - General Surgery",29,,500,Dr. G  Ramesh Babu,4.5,General Surgeon
"Shree Krishna Dental Clinic,Dr Smiles Dental Clinic,Dr. Smiles Dental Hospitals,Dr Smiles Dental Clinic Ramkote,Dantam - The Dental Lounge",Hyderabad,BDS,13,"I visited this clinic from 20yrs,I fully satisfied with the treatment   Rates are reasonable staff is  good I highly recommend this clinic  I feel like homely atmosphere patients feel friendly with doctors ,The doctor explained me the areas of problem. She was very friendly and treated me very well. Very nice doctor",200,Dr. Sivavenkata Malati Nalli,"5.0,5.0,5.0,5.0,5.0",Dentist
"Sunshine Hospitals,Sunshine Hospitals",Hyderabad,"MBBS, MS - Orthopaedics",12," I visited for back pain treatment and was satisfied with doctor treatment. There wasn't much waiting time to consult the doctor and the staff was good in hospital. I would like to recommend this doctor to others and I would like to give a rating of 5/5.,My mother has had spine related issues from quiet some time. We have consulted many doctors but nothing much have helped. Came across Dr.Vamsi consulted him, its been 4-5days and already we are seeing the difference. I would definitely recommend Dr.Vamsi and would continue the treatment under him.,Doctor very good friendly nature with pasant interation and  explanation issues on the pasant good treated ...",850,Dr. Vamsi Krishna Varma P,"4.5,4.5",Spine Surgeon
Swapna Healthcare,Hyderabad,"MBBS, DGO, DNB - Obstetrics & Gynecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",21,"Both my boys were born here.  ,  They are extremely polite and very friendly,they talk straight to the point, no drama/no scaring the patient with problems they have.  Hospital management too very friendly and ambience is great.  People think it's expensive but you will not regret your decision of getting yourself treated here.  Love you Swapna mam! You  rock! ,Thanks alot swapna mam and deepthi mam without whom my delivery wouldn't have gone smooth. All the support and encouragement i got from the doctors and crew helped me alot. I would recommend swapna health care to whoever looking for smooth delivery. ,Six months ago I visited with my wife for her checkup when she was 2 months pregnant. We had to take all the tests even before meeting doctor. And when we met doctor she saw the scanning reports and asked us to go for abortion because of baby growth was not proper. But her attitude towards patients was not good. Instead of giving comfort and easeness they behaved as if we did something wrong and never tried to listen to the patients problems. We repent going to this hospital. Spent 4500 for all tests , We do not know about others but for us it was a nightmare.,Hello all,",650,Dr. Swapna Yendru,3.0,Gynecologist/obstetrician
Apollo Hospitals,Hyderabad,"MBBS, MS - General Surgery",41,"Yes exactly I am very happy with her friendly Ness. And she explained everything to me regarding my problem.and she suggested so my tips to me. And given sufficient time to think about my problem.and she was very cooperative. Thank you ritaji for your friendly nature and valuable suggestions.,Good experience with doctor.,. Doctor is very friendly nature. Spending more time every patient",1000,Dr. Rita Dikshit,4.0,General Surgeon
Apollo Hospitals,Hyderabad,"MBBS, DNB - Ophthalmology",13,".Treated my daughter,three years ago, with utmost care, compassion.,She was always friendly, caring and explained logically how the problem might have come in the first place and suggested preventive measures to forestall similar recurrence of the problem in future., called next day for check up again usually the follow up in a week time . We could not go next day due to other commitments . Drops and medicine are being used ",800,Dr. Shubhra Goel,4.0,Ophthalmologist
Laser Piles Clinic,Hyderabad,"MBBS, MS - General Surgery",11,"She’s cool and educated me clearly about my problem and how to take care of it in order to get rid of it completely ,Doctor explanation and communication. No waiting time. I recommend this doctor for fissure and piles related problems..",600,Dr. Harika Tirungari,4.5,General Surgeon
Medicover Hospitals,Hyderabad,"MBBS, DM - Neurology",27,"Consultation experience was interesting. I am satisfied with doctor and doctor treatment. There was normal waiting time. When it comes to improvement, canteen food is not tasty. I would like to recommend this doctor to others and the doctor was very specific, very friendly and took more care.,\""Visited for some neurological issue, consultation experience was good with the doctor, he was listening to my problems. She is very good at behaviour she explained to me well about my problems. Hospital facilities are very good but the waiting time was high this was my first visit to the doctor I got to know about her from my relative but I like to suggest the hospital front staff should improve in the behavior and one more thing is parking issue they say wallet parking is available but they are not offering the good parking.\,Last 15 days ago my father was treated for GBS some nerves disfunction in Medicvr hi tec  CITY (100% not recommended) was Wrst experienced in whole life, ,When we say about our issues she didnt even care about that and when we asked for the reason and she saying just i cant say reason but she said WHAT I AM THINKING IS.. What that means.. We want to know what exactly happened not her thinking...",800,Dr. Ch Sita,3.5,Neurologist
Apollo DRDO Hospital,Hyderabad,"MBBS, DNB - Nephrology",7,,700,Dr. Pardha Saradhi,3.5,Nephrologist
"Eudermiz Advanced Dermatology,Trichology and Laser centre",Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",5,,400,Dr. Sai Sandeepthi,,Dermatologist
Apollo Hospitals,Hyderabad,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate in Clinical Cardiac Electrophysiology, Diplomate in Cardiovascular Disease",9, understanding Doctor. Explains the problem and root cause very cleanly and also explains on medication being given.,1000,Dr. Aslam Khan,4.0,Cardiologist
Treatment Range Hospital,Hyderabad,"MBBS, Diploma in Medical Radio-Diagnosis, DNB - Radio Diagnosis",14,,500,Dr. Sridhar Devu,,Radiologist
Sunshine Hospitals,Hyderabad,"MBBS, MD - Medicine, DM - Cardiology",17,"Indeed, the most treasured of the Doctors I have been privileged to meet Dr. Sanjeev Kumar. He was very professional, a good listener and provided with excellent service for my father's medical condition.Immediately described my father's condition and explained each and very thing in detail. He treated my father and all of my family members as his family members during all the meetings with him, before Surgery, and after surgery. The surgery was undoubtedly successful, and the results were as described.Very happy with the quality of service provided and highly recommend..!!,We had a good experience here. I recommend this doctor to everyone. He listened to me carefully and cleared all my doubts.,It was great consulting such a doctor he is really friendly and non commercual doctor nowadays doctors don't even listen to patients but dr sanjeev kumar he spoke to me around 30 mins and I really appreciate the way he responds to patients ,Dr sanjeev kumar is very nice and calm docter he had listen to my problem patiently and explained me my problem in a understandable way I am quite satisfied with his explanation,  ",500,Dr. Sanjeev Kumar,4.5,Cardiologist
PhysioSelect,Hyderabad,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",5,"3 months in my post ACL surgery rehab and I can’t be more grateful to Dr. Abhilasha.,She is very friendly. She first listen our problem clearly and tell why we are suffering according to conversation. ,my friend recommended me to go see a physio doc. I came here and the treatment was good. They explained all the possibilities of the cause if this lower back pain and also suggested the remedies. There were exercises to strengthen back . Would definitely recommend you to visit once.,I've had 2 therapy sessions wit Dr Abhilasha. Her experience and , helped greatly in diagnosing the problem. I was completely satisfied with the treatment provided.",600,Dr. Abhilasha Sharma   (Physiotherapist),5.0,Physiotherapist
Apollo Hospitals,Hyderabad,"MBBS, MD - Pulmonary Medicine",11,"My father Venkata Reddy B was suffering from severe cough since 6 months. Visited Apollo Jubilee hills and one of our family friend referred Dr. Vijay Kumar Chennamchetty. We met him and he was a real expert. He identified the cause almost at a glance and asked to undergo few tests, he then prescribed medicines for a month. That's all. Everything came under control. Seems to be simple description but I was the real visual evidence of my father suffering and we have met several other doctors before consulting Dr.Vijay. He was simply superb at this work and a real pioneer in reducing the painful severe cough., as per my experience in getting treatment for my mother aged 66 years, and is with CKD 3 stage, diabetic, Hypertensive too.,Before appointment I called Dr he asked me to visit n he assured for good treatment but now when I call him for revisit after 1 mnt he said I disturbing him .a doctor in my opinion is one who respond at any time because it might be emergency ",900,Dr. Vijay Kumar Chennamchetty,4.0,Pulmonologist
Apollo Clinic,Hyderabad,"MBBS, DGO",26," However.. Apollo should take care minimun check ups like weight and BP..they didnt check any of these and directly sent mw to doctor. ,We had visited many doctors before meeting to Ma'am, The way she listens to our problems and explains every bit to us in common words is simply marvelous. We had visited her for pregnancy issues and by going ahead found many more issues but still we were confident that everything will be okay because of ma'am. She explains everything with a smile on her face, which certainly takes aways our concern. She's definitely very friendly and a motherly character, which helps patients to open up in front of her. Thank you very much ma'am. All your efforts are appreciable. Certainly recommendable to everyone. ,even though doctors consultancy is good. they reject any other tests previously done and if you insist on tests done outside, they simply say don't come back again here if you do. else do test here itself. , , she is so humble and positive person thank you so much mam ,👏and her staff also Good ",500,Dr. Babitha Maturi,3.5,Gynecologist/obstetrician
Dr. Ramesh's Dermatique,Hyderabad,"MBBS, MD - Dermatology",29,"this is the first time I have been to this doctor , the environment also good I really like the place,Dr. Ramesh is very friendly and he explained me in detail about the treatment. Best part in Dr. Ramesh is “listening to the patient problem and explaining in detail.,Only Relatives and other doctors given preference, general patients need to wait patiently for longer time. I took Appointment for 9.30 Doctor came at 10 Nd met at 11.45 even though I have a first appointment slot. Not sure on the Doctor effecienci this is first time I am visiting him. ",500,Dr. Ramesh Vishwanath,4.5,Dermatologist
Anaya Hospital,Hyderabad,"MBBS, MS - General Surgery",13,,500,Dr. Rajesh Kongara,,General Surgeon
Apollo Hospitals,Hyderabad,"MBBS, MD - General Medicine, DM - Gastroenterology",10,"Doctor is Very much approachable.,Dr. Somashekhar Rao has struck to me as one of the best doctors Apollo Hospitals has. I went to him along with my ailing sister with sclerosis of Liver. He integrates his professionalism with his great soft skills.  ",1000,Dr. K. S. Somasekhar Rao,4.0,Gastroenterologist
Newlife Acupunture & Naturopathy,Hyderabad,"Diploma in Acupuncture, Diploma in Naturopathy & Yoga (NDDY)",6,"i have skin problem since 2 years. i have consulted so many doctors in allopathy . but actually there is no treatment for skin in allopathy. after consulting Dr. Jyothi ( Acupunture ) , ,. i am very happy . dr is polite. No medicines No side effects, No tests. Only Natural treatment. ",500,Ms. Jyothi S,,Acupuncturist
Apollo DRDO Hospital,Hyderabad,"MBBS, MS - Ophthalmology",18,,600,Dr. Sirish Kumar,3.5,Ophthalmologist
Apollo Hospitals,Hyderabad,"MBBS, MS - General Surgery, MCh - Urology",28,,1000,Dr. Arun Shah,4.0,Urologist
"Apollo Spectra Hospitals,Apollo Medical  Center",Hyderabad,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",9,Listen to patients patiently. Explains questions Coolly without any irritation or anger. You will feel your disease is partly cured while talking to him,500,Dr. K.Nageswara Rao,"3.5,4.5",Pulmonologist
Continental Hospitals,Hyderabad,"MBBS, DO",19,"The doctor is very patient and explains very well. Especially with elderly. He answered endless questions of my mother and explained things really well. ,He was a patient listener and had suggested me to work on few excises and tips to improve my eyesight. Would post soon once I start finding improvements.,I had a good experience with the doctor, he listened to my problems and he gave me good treatment and also visiting him from past few months so i know him very well, now i don't have any issues in my eyes. I am happy with the doctor,don't have enough apparatus to support. his assistant was a bit rude , he's okay, but honestly didn't tell me anything helpful and continental does not have an easy to manoeuvre system or dedicated support staff",700,Dr. Naveen Yalamanchali,3.5,Ophthalmologist
Continental Hospitals,Hyderabad,"MBBS, MD - Pediatrics, Fellowship in Neonatology",10,"We are very happy with Dr. Srikanth Kona. we have been visiting him in Continental Hospitals from nearly 3 years for my Kid's checkup. My experience with him is excellent and Impressive.. Best part is he does not prescribe any medicines/tests unnecessarily. Will undoubtedly recommend him to everyone.,I have gone to Dr. Srikanth Kona so many many many times in these three years to show my daughter. He listens patiently and gives medicine only if it is required and doesnt give antibiotics at all.  ,We visited the doctor last week on 20/7/2019 as my Son was complaining about right shoulder pain, He is not friendly and when my kid was explaining in detail he is hesitant to listen and told do not overact. This has really upset the kid. ,He is so much uninterested and inactive. He should be more proactive in checking the child's milestones. Should interact with Parents and should do a better job.",700,Dr. Srikanth Kona,3.5,Pediatrician
Apollo Hospitals,Hyderabad,"MBBS, DNB - General Medicine, FNB - Infectious Disease",19,,1500,Dr. Suneetha Narreddy,4.0,Infectious Diseases Physician
Apollo Fertility,Hyderabad,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",13,"I have consulted doctor runa madam for infertility.i am very happy with the treatment she is giving to us.i will strongly recommend dr runa acharya 100%.she will give more preference to patients.she will treat patient like family person....I hope my dreams will come true quickly with runa doctor treatment....,I tried almost an year to get pregnant when i was in bangalore. But suddenly i had to shift hyderabad due to my job. dr.mekhala mam suggested dr.Runa mam. i came and visted doctor. she told since its an year after marriage, lets try natural cycle follicular study. she sugguested to do follicular study for 4 months. Before even we started follicular study, my pregnancy was positive..after that i continued going to Runa mam. She is very friendly and nice. whenever i ask any silly question also, she replies politely with patience.,We had undergone surgery for a cyst related issued and she has removed one Fallopian tube without any intimation. In between,",700,Dr. Runa Acharya,5.0,Gynecologist/obstetrician
Continental Hospitals,Hyderabad,"MBBS, MD - Radiotherapy, DNB - Radiotherapy",13,,700,Dr. Suneetha Mulinti,3.5,Oncologist
My Inner Courtyard,Hyderabad,"BA, Integrated Clinical Hypnotherapy",14,"Ms.Nandita is a very compassionate and non-judgemental therapist. What amazed me was she doesn't recommend unlimited sessions. I found the therapy very useful.  Thank you very much, Nandita. Truly grateful for the session.,Nandita Sanker has been a great listener, very understanding, relate-able and pragmatic. She asked me thought provoking questions when needed - She was in my face and never let me quit even when I did. She was relentless too without the myopic agenda of ‘more sessions equate to better therapy’. Her focus, of helping people get back on their feet with tools that helped me be unfrozen, lose baggage, gain self-esteem even without taking any further sessions that wasn’t required. And that speaks volume of her approach and practice. I am indeed stronger today. Thank you Nandita. I highly recommend her and counselling for anyone struggling through life’s difficult stages. ,Nandita mam went out of the way to help us in dealing with my wife's issue; which we thought was Schizopherenia. She is extremely spiritual, compassionate, understanding, fearless and a very good human being. My wife wasn't in the condition to visit her in her clinic or home, but it didn't stop her. She came to my home and followed up with me continuously till she was able to get my wife back to normal.  She is a relentless person n treated me as her younger brother and stood next to me throughout those difficult days... May God Bless her with all the happiness in the world and also give her strength and good health to help more and more patients.. Thank a lot Didi for being there for us... , training in different modalities which helps the patient in healing from different aspects of the issues. ",2000,Ms. Nandita Asthana Sanker,5.0,Hypnotherapist
"Lakki-Scope Ortho Sports Clinic,Dr Kartheek's Ortho 360 Advanced Bone and Joint Clinic",Hyderabad,"MBBS, MS - Orthopaedics",9,"We have visited Dr. Karteek regarding my wife’s joint problem. He is very attentive. He listens to the patient, understands the condition and explain the problem explicitly. He is very friendly, ,latest advancements in the field. He dosent suggest over medication and consultation is reasonable. I recommend Dr. karteek for any kind of orthopedic issues.,always busy. but he ensures to meet the general patients and spend ample time with them. Dr does not rush. he listens to the case profile completely understands the issue and explains the problem to patients with so much of patience. he also answers to all our queries. he also gives inatructions after recovery so that the issue does not repeat. after i have taken treatment here i even took my Dad to this dr. very soon i will take my mom too. i will suggest this Dr to my near and dear. i am very confident abot Karthik sir and will consult only him in future aswell. Thank you Dr for your support and for giving confidence to me. Doctors like you are very much required these days. ,Doctor is listening to me very clearly, he checked me with some basic physical tests. He is explaining me everything very early, especially explaining me the difference.,Very professional and sincere. Did not charge me unnecessarily. Gave me clear advice on what should be the next steps",650,Dr. Kartheek Telagareddy,5.0,Orthopedist
Humain Health,Hyderabad,"MBBS, MRCP - Obstetrics & Gynecology, Fellowship in Minimal Access Surgery",16,"I am Sandeep G , my wife Dr Kanchana.  This review is based on past 8 months experience.We have had bad experiences in the past of two abortions , then we approached her randomly, since from the day 1 we felt we are in safe hands , what was good was my wife being a dentist herself knowing the physiology of human body reaped praises on her for her calm and welcoming behaviour. ,The doctor was very friendly, She guided us and went overboard and conducted test just for our satisfaction. However it was of no use to book through Practo. It was claimed as max 30 min Wait time but the receptionist made us wait for over 45 min, mentioned us as Walk in patient, and we were able to see the doctor after 1 yr 10 min.Would recommend that you bring something to eat with you. ,I really appreciate the way Dr.Iram Fatima handled my case..I was very much disturbed after I heard about my miscarriage,, but she took the treatment very smoothly,..I appreciate the doctor and the whole staff for there efforts and dedication towards there work.,Dr iram is gem. Shez a patient dedicated Dr.her support throughout my pregnancy was awesome.at the time of labor she was an angle for me, with her so much support & patience my delivery was normal .Atruly dedicated Dr she is very professional,supportive.i supremely recommed her",750,Dr. Syeda Iram Fatima,,Gynecologist/obstetrician
