Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Gajanan Clinic,Kolkata,"BDS, MDS - Periodontics",5,"I had a scaling appointment with Dr. Soham Chatterjee last Friday, to be honest the very idea of going to a dentist is a little frightening, but this dentist changed my opinion altogether. He explained the procedure to me in detail and the entire time he had a pleasant smile. Even during procedure he frequently checked for my comfort. Hands down, he’s my all time dentist now. I require a filling too which I had been postponing, but I think I am ready to get it done by Dr. Soham. Thank you! ,He is very friendly and I didnt feel any pain or much sensitivity during scaling of my teeth. I am over satisfied with his treatment.,I have taken appointment for removal of dental caries as well as dental fillings. Dr.Suham Banerjee removed the caries and in between he left saying that he has urgent work and another lady doctor came in who then proceeded for dental fillings.",500,Dr. Soham Chatterjee,5.0,Dentist
Being Dentist Maxillofacial and Dental Implants Clinic,Kolkata,"MDS - Oral & Maxillofacial Surgery, BDS",9,"A extremely humble and a good Human being.. .which makes him also a good Dentist...,He is more friendly with the patients. I'm pleased with his treatment and carefulness. His behaviour is mild to the patients. ,Highly recommended Clinic. One of my friend recommended to me and I am truly satisfied with the Dr consultation and surgery. I have had past bad experience when it comes to dentist. When I reached here I was bit nervous as I was having bad toothache. But the Doctor removed the tooth within 8-10 mins.No issues or complaints post surgery. Now they are my Family Dentist. Thanks dr saurabh.,Treatment rendered by Dr. sourabh and team was flawless. They put an extra effort to ensure that I was comfortable throughout the treatment.I am very happy with the treatment and would definitely be delighted to refer Dr. sourabh to the contacts in my circle.",400,Dr. Saurabh Gupta,5.0,Dentist
Centre For Sight,Kolkata,"MBBS, MS - Ophthalmology",17,"The doctor took extreme care to check my eye with advanced machines . He also took the help of a lady assistant . The lady assistant was also very caring . I would recommend all persons having eye problems to visit this doctor .,great doctor with perfect consultation thanks Dr.Soham for a perfect and fast relief, i really recommend all viewers here,Awesome...,It was great. I will definitely recommend all my friends and relatives to this Arya Eye Centre. The ambience is terrific and the staff is very helpful.",200,Dr. Soham Sarkar,,Ophthalmologist
Impladenzz Multispeciality Dental Clinic,Kolkata,"BDS, Certificate in Cosmetic Dentistry",10,"She's magic 😍❤ don't think twice before going fot treatment under her. She is absolutely the best I've seen till date,The doctor is very good at explaining the molars problems I have & she is very friendly with all her patients.,She treated me with care and efficiency, explaining every step of the procedure. I hardly felt any pain and highly appreciate the good work she has done. I highly recommend her . ,The doctor takes care, gives good tips. She also makes the process comfortable. Moreover there's value for money.",400,Dr. Malini Roy Bhattacharya,5.0,Dentist
Trust Dental Care,Kolkata,BDS,11,"Very Well Mannered Doctor & Other Team Members. Very much Experienced Doctor. Friendly Nature. Clinic Location is Good.,Very professional approach. The treatment went off well. Latest and new technology available for utmost satisfaction. ,Very professional., researched. Approachable and specially ensures that the treatment is done perfectly, so thay the patient doesn't have to repeat the process anymore.,Total transparency as well he commands the subject.i wish him all the success and progress through out his Life.",300,Dr. Karan Rajpal,5.0,Dentist
Sanjivani Dental Clinic,Kolkata,"MDS - Conservative Dentistry & Endodontics, BDS",40,,400,Dr. Prof. Sachidananda Sinha,,Dentist
Trust Dental Care,Kolkata,"BDS, MDS - Paedodontics And Preventive Dentistry",8,"Very friendly my child is happy to visit there .....understand every situation.... Listen to me and child carefully.... Both my daughters love her.... ,Dr Richie Rajapal is one of the most friendly doctor i have ever met. She took care of me at the  psychological level making me absolutely comfortable. The treatment  completely painless & i don't fear a dentist anymore. The way she explained everything was phenomenal.. i would confidently recommend her.. specially for kids. Both my kids just love to get treated under her.     ,Very polite and friendly Dr.,Amazing way of handling kids. Very tactical and patient..even after being scared of doctors and surgical instruments, my son went through the processs without even screwming or crying.. wonderfully handled and amazing pateince",300,Dr. Richie Rajpal,5.0,Dentist
The Calcutta Medical Research Institute,Kolkata,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",27,"We know Dr. Pavitra Chakraborty since 2013 since my first son was born.,Was very worried,as im not satisfied with other doctors i visited.But Dr. Chakraborty was really a messenger from god for me. He took a great care of my babygirl,, my baby as she is having some gasto issues and explained all details with time . Thanks doctor.,Very , friendly doctor..he is very nice both professionally and as a human being. Highly recommended. ,My 2 year old kid has fever. On visiting he said to get admitted we were reluctant about it. But finnaly we agreed. While we were filling the forms for admission the compounder came. I can hear Mr pavitra telling the compounder there is nothing serious with the kid, u get some blood tests and tell he is having typhoid and keep him for 3-4 days. We immediately left. ",600,Dr. Pavitra Chakravarty,4.0,Pediatrician
Smile Art Dental Treatment Centre,Kolkata,BDS,27,"Nicely cleaned my teeth. I recommend him to persons who have different dental problems.,Friendly,give patience hearing and treat as per situation.Office personnel and technicians are all helpful.,Dr.Bera has been my dentist since 2003. , Never thought of changing to another doctor,Dr. Debashish Bera is the most patient doctor i have come across. He did my filling, crown fitting and tooth extraction and tooth filling and regular dental checkup for both my children!",600,Dr. Debashish Bera,5.0,Dentist
AMRI Hospitals,Kolkata,"MBBS, MS - ENT",12,,600,Dr. Bhavika Sen,4.5,Ear-nose-throat (ent) Specialist
The Calcutta Medical Research Institute,Kolkata,"MRCS (UK), MS - General Surgery, Diploma in Laparoscopy",18,Great doctor   solve problems very easily and  his behaviour friendly.  . God bless him.... he solve my  father  problem. ,500,Dr. Sumit Gulati,4.0,Laparoscopic Surgeon
AMRI Hospitals,Kolkata,"MBBS, MD - Dermatology",13,"Dr aarti sarda is better Dr for skin,because I have better experience for my son ayon mondal .And my son skin is good. AARTI SARDA IS BETTER DR FOR SKIN. THANKS TO DR, AARTI SARDA,I have got a very good experience. I was not aware of cryotherepy but when I went to the clinic the doctor met me with a nice smile on her face and made me satisfied with all my questions. She allowed me while the treatment with my husband and she was constantly making me comfortable with her support that very soon he will be all right. I have got the result also with in 3rd sitting. I felt much more secure that I am at a right place and my doctor is concerned about my husband's problem. She is very helpful and friendly person. I want to share my another experience with you that I was suffering with ingrown toenail and was in pain. I have spoken to her and taken a dision to go for the surgery, I have seen the surgery on net and was very much upset, confused but could not understand when my surgery was done by her no nicely, she was making me comfortable and diverting my mind with her words that if I'll heart then tell her, I was waiting for the pain and got that message that surgery is over, not be able to understand and work has been done so nicely. I have seen so many doctors in life but this experience was something different. Thank you so much ma'am for your good work. Looking forward to get your support in future also. God bless you ma'am for good work.,Quite open to hear problems .Reconfirms earlier diagnosis by  biopsy .,My experience is really bad.  She came an hour late, then is busy in her mobile.... barely speak to me..  met 3 patients in may be 15 to 20 minutes.. very unprofessional.. I'm a railway employee and railway has it's own medical facilities for its employees but don't have time that's why I choosed this private clinic ",700,Dr. Aarti Sarda,4.5,Dermatologist
The Calcutta Medical Research Institute,Kolkata,"MBBS, MS - General Surgery, MCh - Neuro Surgery",25,,1000,Dr. Tapas Chatterjee,4.0,Neurosurgeon
Gajanan Clinic,Kolkata,"MDS - Conservative Dentistry & Endodontics, BDS",5,"I would highly recommend Dr. Malakar for giving total painless RCT procedure; there was absolutely no pain during the treatment and after that and my RCT is being done in a single visit. Highly recommend for painless RCT!!!!! Excellent and skillfully hand moreover a hand of expertise.   ,I visited Dr Shouvik Malakar for my routine check-up at aesthestica dental implant clinic.It was very nice experience.I am highly indebted to Dr Shouvik malakar sir, you indeed enhanced my beautiful smile due to comfortable and careful treatment,thank you so much sir..,I had visited Dr. Shouvik for severe toothache which was troubling me for quite some time, he gave me ample time and patiently listened to my problems and gave professional advice regd the treatment, I was advised to undergo several root canals which was incredibly scary but he made sure the entire process was painfree and quick, I'd recommend his services for anyone who is undergoing root canals as he made sure it was a very comfortable experience, he also recommended some cosmetic procedures which I'll undergo in the future,He gave me a wonderful smile..",500,Dr. Shouvik Malakar,5.0,Dentist
The Calcutta Medical Research Institute,Kolkata,BDS,19,He is a great dentist. He knows his work and always explains the procedure to the patient. I have always recommended him.,400,Dr. Samit Sikdar,4.0,Dentist
AMRI Hospitals,Kolkata,"MBBS, MD - Medicine, DNB - General Medicine, DM - Cardiology",31,had a great experience with the staff and doctor..shall recommend them to my friends and colleagues..,700,Dr. Prakash Kumar Hazra,4.5,Cardiologist
Expert Physio,Kolkata,BPTh/BPT,12,"Friendly doctor and the service was good..... He is always pinpoint the exact location to be worth on my pain level is getting better.. Iam thankful for this. ,My friend is very satisfied with physio and with the treatment he had received. Dr. Aiman is very approachable . He had a vast improvement.Very Happy.,Quite satisfied with the physiotherapy, the exercises help me in keeping me pain free,had helped me a lot with my body conditions,thank you, sir,I was given a detailed explanation of my problem and an outline of the treatment was also explained to me. We had our sessions as planned and the pain subsided gradually over the sessions. I was advised to continue with a few exercises which had immediate results like pain relief as well as it improved my lower body flexibility. I am in a much better position right now with almost no pain and stiffness.",450,Dr. Aiman Afandi   (Physiotherapist),5.0,Physiotherapist
Face O Dent,Kolkata,"BDS, MDS - Oral & Maxillofacial Surgery",6,,300,Dr. Arka Das,,Dentist
A+ Dental Care & Cure Poly Clinic,Kolkata,BDS,3,"The doctor is very friendly with his approach and definitely professional when it comes to work. I have been to dentists before but never have I been so satisfied with the work.,Very good doctor who gave personalised treatment. I would highly recommend to visit this clinic in case of any type of dental problem.,The doctor is very cordial and friendly and explains the problem in detail and the treatment also which should be done.",300,Dr. Akash Banerjee,,Dentist
AMRI Hospitals,Kolkata,"DM - Neurology, MD - General Medicine, MBBS",18,"I visited with many of my relatives and my experience is too good. he is such a amazing person . my uncle was suffering from tumor in backbone and he is totally cure now and my my mother also benefit by the doctor., dr behavior is very good .Dr chowdhury my mother treatment seen last 8 years .and my mother is very well thanks dr chowdhury..God bales you......  ,First of all he listens to all the problems very he gives you time as a friend and with a very good gesture he is going to check your health symptoms .....the best thing he is full of positivity...he makes patient believe and takes them in full confidence ....because be a neuro patient I was panicked the first time wat will happen and all but he said it will alright .,I am very happy as he also understand the patient work life style and then give medicine accordingly....I would strongly recommend him to be visited....,What would I say about Dr Tridib Choudhuri, he was saving me from the disruptive operation.The year will be 2012. That's just my father died. Suddenly, I was not able to walk 10 feet at that time., Finally, in the work of a relative in Calcutta, I decided to show Dr Tridib Choudhuri to INK.I remember that day, I had to sit down for four times to come to a taxi stand at Howrah Station. Dr Tridib Choudhuri has prescribed me in such a condition of physical disability. At that time I was so scared, I could not see the light of any hope.Dr. Choudhuri showed me the light of that hope. Dr Choudhuri, slowly, carefully, treated humblely, healing my disease.Since then, I have been checking it for 6 to 8 months gapping. I am so satisfied with his treatment that many patients have been sent to him by my own initiative.They are all very well.I do not believe in God, but if we do our own work properly, we will not need to find God anymore. God is in us, only to find out.",800,Dr. Tridib Chowdhury,4.0,Neurologist
Gajanan Clinic,Kolkata,BDS,4,,300,Dr. Akshay Khandelwal,5.0,Dentist
Allergy & Asthma Treatment Centre,Kolkata,"MD - TB & Chest, MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine, FCCP - Pulmonary Medicine",10,"very dedicated and always try his best to serve the patients.,Very nice person.. his friendly behaviour is the main treatment.. apart from this he is highly experienced in his subject.. overall its very satisfying to meet him. Thank you sir valo thakun..",500,Dr. Ritabrata Mitra,,Pulmonologist
The Eye Clinic,Kolkata,"MBBS, DO",17,"Doctor is friendly and environment is also nice...when they give a eye drop i cant see properly so they help me to book a cab and the clinic is not like other they are giving you proper treatment and give right suggestions for the issue regarding your eye..,It was an amazing experience . Friendly environment, no waiting,Hospitable staff, cleanliness and hygeine maintained , the best part is the doctor , she has an amazing,patience to make the patient understand about the problem and give a proper solution. ,Dera Swati Madam, ,I went to this clinic with my mom and dad for a complete Eye Care treatment after visiting a few other clinics and being left dissatisfied.",500,Dr. Swati Agarwal Gupta,5.0,Ophthalmologist
"Seema Poddar's Diet Clinic,Seema Poddar Chamber",Kolkata,"Diploma in Dietetics, Health and Nutrition (DDHN)",4,"I an 40+ and undergoing hormonal change due to which I am suffering from lethargicess n obesity.  After consulting Mrs.  Poddar it was very inspirational n motivational.   What makes her different from others is her  regular follow up.  Her diet plans r easy to follow,  practical and synchronised very well with our daily routine.  She is just a minute away once u try to reach her.  She follows up her clients till she gets D desired results and also helps to sustain it . I now feel heavenly and confident and her regular checks motivates and forces me to pursue it for future.  Thanks Mrs Poddar. ,I visited Seema Poddar for the first time with body aches and lethargy problem. Had a very motivating discussion with her. She understood my problem and asked me to make few small changes in my daily routine and diet, put me on a exercise program. Whatever she suggested was not difficult to follow and were to my liking. After 2 months the results started showing, she constantly pushed me to be consistent. After about three months I got healed from the pain and started feeling new energy in me.Thank you Mam.,Ma'am is very approachable and always happy to have a chat on whatsapp which is a very useful thing as you can quickly ask your questions and have them answered without having to go see her at at chamber. She prescribes diets based on one's needs and abilities and changes them from time to time to ensure there is continuous progress. ,Seema Poddar is not only a fantastic dietitian but also a polite counselor. She listened to my problems very patiently and gave me a diet plan which doesn't seem like I am dieting.Now I eat more than  a I used to eat earlier, but i know i am eating right now.Ivisited her few days ago for Weight loss plan. With her I think I will achieve my target soon. If you are looking for friendly and effective Nutritionist I would highly recomend her.",1500,Ms. Seema Poddar,5.0,Dietitian/nutritionist
The Calcutta Medical Research Institute,Kolkata,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",30,,800,Dr. Saugata Acharyya,4.0,Pediatrician
AMRI Hospitals,Kolkata,"MBBS, MD - General Medicine, DM - Neurology",20,"The experience was good but I felt bad that the doctor suggested so many tests to do but also after doing it I got to know that it was a simple migraine problem. I'm not doctor but being a doctor while seeing the patient he should know what problem he has but the doctor suggested all the tests like ECG, MRI, sugar, NST, blood test, etc all the tests there was no use so many tests. The doctor's behaviour was very good with the patient. The doctor suggested the medicines for three months but when the patient stopped taking medicine again the problem came back because it's a migraine problem. It takes time to solve it. I would suggest the doctor first to see the patient and his health then suggest him to do tests and all I just felt he wrote so many tests which were of no use at all. ,satisfied with the doctor behaviour. treated me with utmost care. took valuable time to treat me.. i will surely recommend to dr dutta.",800,Dr. Koushik Dutta,4.5,Neurologist
Pulp-O-Care,Kolkata,"MDS - Conservative Dentistry & Endodontics, BDS",9,Had visited the doctor for my broken tooth and my daughter's toothache issue. Both issues were diagonised and taken care by the doctor nicely,300,Dr. Sanhita Goswami,,Dentist
Gajanan Clinic,Kolkata,BDS,3,"Very good. My teeth very well. Doctor is very good. This clinic environment very good.so i am happy to.,Dr. Nikki was friendly and professional and she explained my problem to me in very simple terms and answered all the queries i had. The procedure was carried out with minimal discomfort to me. ",500,Dr. Nikki Saraogi,5.0,Dentist
Smiley Dental Treatment Centre Pvt. Ltd.,Kolkata,"BDS, MDS - Conservative Dentistry & Endodontics",18,"Doctor explained the issue n solution is a very friendly manner . He is quiite good with kids too.. ,He explained the problem very lucidly and gave practical advice in addition to normal diagnosis and medical prescription.,The doctor is pretty good. The best quality products with possibly the best care makes the clinic one of the best. ,I visited Smiley in recent days . It was an satisfied experience for me as the doctor diagnosed my problem , understood the situation, Overall, it is a good experience.",500,Dr. Sourav Ghosh,4.5,Dentist
AMRI Hospitals,Kolkata,"MBBS, Diploma in Medical Radio-Diagnosis, MD - Obstetrics & Gynaecology",25,,300,Dr. Girija Varier,4.0,Radiologist
The Calcutta Medical Research Institute,Kolkata,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",21,,800,Dr. Supriyo Ghatak,4.0,Gastrointestinal Surgeon
Advance Spine Care - Neck and Back Specialist,Kolkata,"MS - Orthopaedics, MBBS",12,"My father , Mr. Makhan Lal Debnath(MRN No-17650000044198), was suffering from spinal disorder severely at C5 C6 and C3 C4( do not have any idea though) and his discomfort was annoying and heavy pain all through the day at left hand and also lost his balance while walking. I met with so many doctors and most of them suggested surgery at the earliest. Let me tell you first that my father is 78 yrs old. My concern regarding the surgery primarily was the cost involved and his chance of recovery after surgery due to his age. I first came across Dr. Susmit Naskar through net and read so many good reviews about him. He used to be attached with Narayana Suoerspeciality Hospital(NSH), Andul Road,Howrah. Based on the repute of NSH heard earlier, I booked appointment of Dr. Susmit Naskar. At the very first meet, we were so pleased of his warm welcome and behavior. He was so kind and listened to us patiently and suggested us to go for surgery. He also suggested all sorts of advice how to reduce our expenditure. He also confirmed that the patient will get instant relief from his ongoing pain after the surgery. The OT went through for 6 hrs and was pretty successful. My father was discharged within 3 days of surgery and his is now quite OK. The doctor is so helpful, understands your problem. He has got kind and polite behavior. He is so easily accessible and entertains you by answering all your queries over phone also. After the surgery when we were at home, he called once and asked for patient’s health condition. This was absolute wonder to us. We need more doctors like him and pray for him huge success in future. Thank you Sir. We are really honoured to have you as a doctor.,Hi... I am Samiran Naskar.  Wanted to share my experience with Dr Susmit Naskar. My father, Nimai Chand Naskar, was suffering heavy back pain with peripheral neuropathy. He was also almost bed ridden. After checking MRI report doctor observed nerve blockage and suggested for a small surgery. I never seen such a polite and humble doctor before. So,we agreed to surgery. But after surgery I was shocked!! Just within 10 days after surgery my father walked almost 2 km every morning.  And after 20 days he is as normal as like 10 years before. Thanks to Dr Susmit Naskar . Wishing him a very successful and prosperous career ahead.,My father Sambhu Nath Mondal was suffering from west and leg pain from many years. We consult many doctors but none can solve it. Finally we meet Dr. Susmit Naskar, he is such an experienced,doctor. Firstly Dr. Susmit Naskar listen very carefully from my father about problem. Then he advised for a surgery. After that we go for surgery under Dr. Susmit Naskar. After 10 to 15 days from surgery my father's west and leg pain is totally recover. A very very special thanks to Dr. Susmit Naskar from my whole family. We Wish him all the best for future.,It is really a big miracle happened with my mother. My mom not able to move due to massive back pain.  I meet Dr Susmit Naskar at Narayana hospital. He advised for vertebroplasty. My mom almost 72 years old so I am really became tensed for surgery . Atlast I agreed and miracle happened. Now she able to move without pain .Thank you Sir.",700,Dr. Susmit Naskar,5.0,Spine Surgeon
Dentistree,Kolkata,"BDS, MDS - Periodontics",24,"very nice doctor...clear explanation...fast diagnosis, prediction. would love to visit again and recommend others.,having friendly behavior. He takes of the patient very well. I did not feel pain while doing my RCT. This is 2nd time I visited to him for another tooth treatment.,Dr. Rudra was amazing! He took time and explained me how to take care of your teeth on a daily basis. He performed scaling and polishing really well. He also had additional recommendations for long term dental care. I highly recommend him!,Explained clearly the issue and not given any false promises. Charged accordingly to the treatment. ",300,Dr. Argha Rudra,5.0,Dentist
"Fortis Hospital - Anandapur,Fortis Hospital and Kidney Institute",Kolkata,"MBBS, MS - General Surgery, FRCS - Urology",45,"We had the online appointment of the Dr. Shibaji Basu. But Dr. Basu is not available. They recommended a date 19/04/2019 of appointment. The patient's condition is very critical. Local doctors suspected of both kidney damaged. kidney transplant. We are from a far distance and have not much time to wait and stay there.  we got depressed and back to our home. ,I didn't  get any appointment on the specific date. Really a bad experience. Fortis didn't arrange any appointment. They asked me to visit any assistant of Dr S Basu . If they think my case for referrel,  they will do so. But I haven't eternal time in  my hand. ,I took my uncle to him as blood was coMing out of urine. First his junior doctors checked my uncle and gave so many tests. after ww did all the test we got the appointment of Dr Shivaji Basu after few days. we went to him. he did not gave us even 15 sec and did not even see the reports and told my uncle to be admited there in the hospital. he was even too busy with other jobs during that consultacy period. total westage of time and money. ,Dr.Shivaji Basu never treats his patient directly, other doctor will see you first",1320,Dr. Shivaji Basu,"3.5,3.5",Urologist
Alignment Dental Care,Kolkata,"MDS - Paedodontics And Preventive Dentistry, BDS",12,"Her explanation makes us feel good. She at first makes us understood what the problem really is and thereafter suggests the solution. ,We are extremely happy with the hospitality and courtesy extended to us. FDoctor was also very friendly and explained us in details about the problems.,Very good and professional doctor for any kind of issue related to dental problem. I will prefer to anyone for dental issues.,It was a good experience. She help me with my problems. Hope, to recommend her to my friends and family.",300,Dr. Pooja Singh,5.0,Dentist
The Calcutta Medical Research Institute,Kolkata,BDS,13,Very good doctor with having all modern equipment. I went to his Seensmile chamber - Seensmile is one window solution of any dental needs.    ,400,Dr. Apratim Ganguly,4.0,Dentist
Smile Renaissance Dentistry,Kolkata,"MDS - Orthodontics, BDS",11,"Visited for braces before 6 months of marriage. Doctor suggested me to go for invisible braces and it worked well because I didn't have to care about its visibility. The treatment got over 2 months after marriage and no one in the marriage noticed it.,I got my tooth fix by dental implant, Dr. Sumit is very friendly and he did a good job.,i am very satisfied with my teeth whitening treatment.,very satisfied with treatment result",200,Dr. Sumit Goel,5.0,Dentist
Dentotsav Dental Clinic,Kolkata,"BDS, MDS - Orthodontics",12,"I was quiet lucky to find her as my doctor..she is very experienced friendly and a genuine person....,The doctor is very caring. She is precise in dealing with the concern and explains the issue and its solution with patience.,I was facing problem in my teeth from last two years....my cousin Masi have recommended to this doctor....now I m having braces treatment from her....I am feeling better than before....she is too good.....have good nature also....I hope I will get better results....",1000,Dr. Anushree Agrawal,5.0,Dentist
AMRI Hospitals,Kolkata,"MBBS, MS - General Surgery, DNB - General Surgery, MNAMS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",19,"Recently I visited Dr.Sanjay Mandal for having a large tumour at my upper back side. He excised the tumour with his skill enabling me to be recovered within a brief period without any postoperative complicacy. He is not only an eminent surgeon but a good human beings also. I am extremely enchanted with his excellent performance towards the patient. Similarly, in 2017 he saved the live of my wife performing most complicated whipples surgery. I strongly recommend the Doctor.                                    ,I had visited his saltlake GI speciality clinic and subsequently in Medica Superspeciality hospital(15.02.18 to 21.02.18) in c/w my mother's GI problems(Unexplained CBD Dilation & bulky ampula of vater) which was exptremely disturbing for me due to its possible malignant nature. But in one go he could rule out the  likelihood of carcinoma by just looking at MRCP plates to which my happiness new no bound. Later he advised us for CT Scan in which some problem was suspected and under him my mother was admitted in Medica S Hospital and ERCP & EUS was done successfully. Finally his prediction came true when I was informed by him( later I saw the video also) that it was all due to stone in CBD &  ampula. ,experiences(in my opinion)in GI ailments be it malignant or else because evrything depends upon proper & early diagnosis.  Overall he is such a polite and simple human being.Thanks a lot and best wishes to him in service of mankind.,I am Imdad Uddin from Baruipur. Dr. Sanjoy Mandal is Very nice surgeon. Well qualified & He is good behaved Doctor.. He has confidently performed operation of Gall Bladder at Medica Hospital in 2014. Now I am now totally fit. I confirm that no such Doctor like Dr. Sanjoy Mondal  is seen in Kolkata.Thanks to Dr.Sanjoy Mandal.,My mother Mrs Amita Kar , Patient ID-AM30102812 underwent Whipple surgery under Dr. Sanjay Mandal on 14 th november. She was prescribed 10 daye of hospital stay But her stay extended beyond 10 days & the doc did not give us any reason.She was undergoing different pathological tests but when asked for reports the doc denied having seen them. We were confused. After 15 days the doc said she would be discharged. Meanwhile my mother looked frail & lost. Her stomach was abnormally bloated. But the doc said that she was fine.on the day of discharge the doc said that as the patient was on liquid diet she should be given 12 feeds through the feeding tube & the rest orally. He also wrote that in discharge certificate. On the day of discharge before going home we asked the nurse to explain to us the procedure of feeding through food tube. The sisters replied that the feeding tube had jammed & become nonfunctional. We called the doc immediatwly. He said he did not know this & asked us to oral feed the patient. We were stunned r. My mother had to be taken home in an ambulance on a stretcher. She was drowsy & looking lost. Her limbs were numb. She seemed abnormally heavy. Her stomach was extremely bloated. But the doc had said she was fine. We took her home on 28th evening. On 29 th after noon she stopped urinating. We frantically went through her reports & found her potassium levels were way below normal but probably she has had no treatment for that. On 30 th mornjng she urinated after 10 hours. After that suddenly a yellow fluid oozed from her mouth. She suddenly collapsed. The fluid was still oozing from her mouth. She was dead within a few secinds. We were dumbstruck.we called up dr mandal. But he was busy in OT. I had had great faith in Dr. Mandal. But his post operative ,proved fatal for my mother. And he had promised me that she would liv",700,Dr. Sanjoy Mandal,4.0,Oncologist
Fortis Hospital - Anandapur,Kolkata,"MBBS, MD - Pulmonary Medicine",11,,660,Dr. Angshuman Mukherjee,3.5,Pulmonologist
AMRI Hospitals,Kolkata,"MBBS, M.Ch - Orthopaedics, MS - Orthopaedics",17,"Dear Reader,Kindly read my review till the end for more clarity about Orthopaedic Surgeon Dr.Manoj Kumar Khemani. Because now it is much needed to say something about him and he really deserves this from me and other patients as well.I Started Consulting Dr.Manoj Kumar Khemani three months back for my neck pain to the left upper limb which I was suffering in the past one and half years. Finally, to get rid of that pain I first met him to get a second opinion, in which this doctor was strongly recommended by one of my colleagues. The best part about him is he makes you feel very comfortable and explains the problem and procedure clarity. however, I feel fortunate to met him at just the right time since it was not a good experience with my previous doctors regarding the same.Anyways Dr.Khemani recommend me to get few blood tests done for diagnose purpose and as a result found that there is major vitamin D3 & B12 deficiency and specially not spondylosis which declared by my previous doctors. After that he recommends me some relevant medicines. Eventually, when I was completely cured after completing two months of medicine course another incident happened. I met with an accident and my left ankle bone got fractured and misplaced with internal bleeding then again I met him and post checking my X-RAY report he suggested to go for surgery ASAP. After that I underwent for the surgery which was successfully done by him and now day by day I am feeling much better and seeing great improvement and hopefully again I will start leading my normal life soon.I am extremely happy with Dr. Manoj Kumar Khemani, I wish him great success in the year ahead. and strongly recommend everyone to consult this doctor for any kind of orthopaedic issues.,His experience is very good. I felt like I am talking to a long-time friend. Dr Manoj paid full attention and listened to each and every word I had to say. I felt like 50% of my problem was gone after talking to him! I have never found any doctor having so much patience. Explained every little thing... Clarified all my small doubts ... I strongly recommend him. I am better with a few sessions of physiotherapy advised by him. The best part is that he gave me no medicines, only vitamins! ,I want suffering from back pain since last 2 years. I went to several doctors. I also did MRI scan but my pain was not ok. I was also told by a doctor that I need operation. Dr. Khemani did some tests and found that I had low vitamin. Thanks to him I am 90% better now. I recommend him.,My mother had an Intra articular distal radius fracture. Dr. Khemani and his team operated her on 23rd of July, Volar plating was done. Yesterday on the 16th day after surgery she could easily hold a glass of water and drink. Dr. Khemani's technical abilities are definitely amazing what makes him stand alone is his amazing smile and such patient friendly behaviour - Both combined definitely results in a super fast recovery. Thank you Doctor!",600,Dr. Manoj Kumar Khemani,4.5,Orthopedist
AMRI Hospitals,Kolkata,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",18,,890,Dr. Kousik Dey   (Physiotherapist),4.0,Physiotherapist
AMRI Hospitals,Kolkata,"MS - General Surgery, DNB - Neurosurgery",14,"I was treated by Dr. Kaushik Sil in Medica Superpeciality hospital. I was suffering from Cerebellar Tuberculoma due to which i was facing multiple neurological and other health issues. I lost my balance entirely upto 80%. The doctor very well treated me explaining the problem and giving very appropriate medicines and i recovered entirely without any surgery.,Dr sil is an angel in a disguise of human, for me.my first baby boy had problem of hydrocephalus.before meeting dr sil we met many doctors and went to many hospital and nursing homes, but got nothing except frustration.one of my relative suggest me then to contact him.and my life had changed since then.my son is an active and playful kid now, all credit goes to Dr sil.god bless him.,Very friendly doctor. He was patient enough to listen to our problems and conducted a couple of tests for diagnosis purpose. Overall I am satisfied ,Fantastic doctor. Gave good medicines and proper advise. Also helped by providing number of a physiotherapist.",1000,Dr. Kaushik Sil,4.5,Neurosurgeon
AMRI Hospitals,Kolkata,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK), Fellow of Indian College of Obstetrics and Gynecology (FICOG)",26,"Experience was good with him. I have visited him twice. His behaviour is good with the patients. Doctor is very good. His mentality is good and treatment is also good so only I visited the same doctor twice. I would rate 9/10 whenever I visit immediately went for a consultation and don't wait for it. Happy with the explanation of health issues given by the doctor. Satisfied with the treatment.,He was extremely enduring as a human being. He listened to the issue with delicate care and was willing to be full of warmth in his views. ,Geat experience. He was very gentle and kind and made feel at home though this was my first visit to a male Gynaecologist. I also was able to talk to him directly whenever there was confusion. Secretary was a bit terse though.",600,Dr. Biswajyoti Guha,4.0,Gynecologist/obstetrician
