Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Moraya Multispeciality Dental Clinic,Pune,MDS - Oral & Maxillofacial Surgery,9,"I am very grateful to Practo to site my experience with Dr. Sagar. ,Well explained issue and treated with gentle approach.,It was nice experience with Dr. Sagar Joshi. He did exactly what I expect from Orthodontics. I appreciate your work. They are friendly & get treatment satisfaction after Ceramic Braces fixing. ,Very pleasant & cordial",200,Dr. Sagar Suresh Joshi,4.5,Dentist
Om Dental Clinc,Pune,BDS,15,"The most distinguishing quality is ""Treatment without pain "". I am very scared of dental treatments. When I visited the doctor she was very patient and calm, she explained us the problem and the process of treatment. My whole treatment, RCT, tooth extraction went very smooth without any pain. When she told me that the extraction of tooth was complete, I was surprised as I didn't realised any pain or pressure while removal of tooth neither in case of RCT. I am happy and relaxed that I got treated with the right doctor. I strongly recommend her for any kind of dental treatment.,It was good experience with RTC treatment. Doctor explained the issue very well.. doctor is friendly and qualified ,I have been patient of Dr. Ashwini Since 3 years. Very happy with the treatment, doctor is very kind and have very soft hand. I m happy with dental treatment done by Dr.Ashwini . Clinic environment is healthy and very clean . I strongly recommend Dr.Ashwini Dalvi for the best Treatment.,She is very friendly and explaination of health issue is very good.,.",300,Dr. Ashwini Dalvi,5.0,Dentist
Jupiter Hospital,Pune,"MBBS, DNB - General Medicine, DNB - Cardiology",10,"I'm very glad I decided to consult Dr. Mangesh Danej for my dad's hypertension issue. My dad had accelerated hypertension and the earlier cardiologist we were consulting couldn't diagnose the issue right. But Dr. Danej, in just one consultation, could diagnose the issue right and we could see a positive difference in my dad's health within a week. Dr. Danej gave us ample amount of time, listened to our problem carefully, and then explained the root cause of the issue in very detail. He obviously added and changed the medications, but also stressed on how to improve the condition and get rid of the problem completely by lifestyle and diet changes. His explanation to diet and daily routine changes came along with detailed reasoning, which in turn motivated us to follow it judiciously. If you want to see a cardiologist, who would listen to your problem carefully, diagnose correctly, not suggest any tests which are not needed at all, suggest more of non medical methods to treat the problem by root and also be friendly and warm whenever you meet him next, then Dr. Mangesh Danej is a cardiologist you are looking for.Regards,Puneet Chopra,I went to Dr Mangesh for consultation on my heart conditions. He performed stress test and Eco to make an accurate assessment of the situation. He listen carefully the issues I had and advise medicines as well as dietary changes. He understood my preferences well and advised me swimming, which I used to love, for better health instead of gym, which I hated. He spent enough time to explain me the issue and advised me appropriate medicine. I have been treated by him for more than two months. He also went through the medical history and observed my mild diabetic situation and Hyperlipidemia. He also advised me medicines for the same. So far, I see controlled sugar level, improved lipid profile and reducing weight. I did not see reaction by medicines. It feels happy that the doctor we meet is a really good health consultant.,I had a first appointment with Dr Mangesh today. It was really a nice experience with him.He listens properly and explain each and everything related to your problem. I had many queries of which he answered and cleared my doubts with utmost patience. I would definitely give him 5 out of 5. ,I've had hypertension for the last 10 years. I was diagnosed with hypertension at the age of 19 and the doctor who was treating me at that time said that it was because I had a family history of hypertension.Even though I am on strong hypertensives my pressure keeps exceeding the normal limits. I decided to get myself reviewed by a cardiologist. Dr. Mangesh listened to my complaints carefully, went through my blood reports. He assured me that there wasn't anything to worry about. He suggested some lifestyle changes and urged me to take up cycling to improve my cardiological fitness.All in all I must say he is a good,and an  affable person. I would recommend him to anyone who is looking for a cardiologist in Pune.",1000,Dr. Mangesh B Danej,4.5,Cardiologist
Apollo Clinic,Pune,"MBBS, MD - Dermatology , Venereology & Leprosy",30,"fully satisfying doctor understood the problem completely and treated with care gave me proper ointment and tablets . i m sure i will recover completely soon thank you dr avinash,Dr. Avinash gives adequate attention and time to explain and help his patients. His authority on his area of expertise is commendable. His friendliness differentiate him from others. ",500,Dr. Avinash Urmil,4.0,Dermatologist
Platinum Family Clinic,Pune,"BHMS, MD - Homeopathy",12,"My kid was repeatedly falling sick due to fever, cough cold  almost 5 year back and antibiotics course was not helping to break the cycle. So, we decided to try homeopathic treatment with Dr. Nidhi. It started showing results shortly and after that we got help from Dr. Nidhi for our kid. My kid  is 8 years old now and rarely fall sick and best part is we avoided antibiotics so with accurate treatment. Just to add to this we took advantage of Dr. Nidhi's treatment for growth and confidence aspect of our child ,This message is small appreciation from ourside for the commitment and treatment provided to our kid. Many thanks.,She politely hears our problems with patience giving more time for evey patient which is appreciable.,Dr Nidhi had a good experience she listens very patiently your problems,highly recommend ,Dr is really very nice...get all perfect details frm us...nd give medicines...she is so friendly...also kid comfortable with her to talk..she explain very well about all health problem..",700,Dr. Nidhi Pandya,5.0,Homoeopath
Skinergy Clinic,Pune,"BAMS, DNHE",21,,200,Dr. Vrushali Maisekar,,Ayurveda
"IPhysio Physiotherapy Center,IPhysio Physiotherapy Center - Baner",Pune,BPTh/BPT,17,"I recently visited Dr. Tariq for a relapse of an injury in my feet from last year. I was attended to by my Dr. Aishwarya and Dr. Rasika. To my surprise, the pain got reduced by almost 90% to 95% in just a week (compared to a month last year) by only doing strengthening exercises and acupuncture. Iphysio has a great team of physiotherapists who are very friendly and supportive. I don't think you can find a better team of physiotherapists than Iphysio. Thanks a lot for being so supportive and help me in recovering in such less time. ,Very understanding and treats for the root cause.  Appreciates others value of time and money. No hidden agenda 😊,The doctor and his staff are very professional and supportive. I received a proper treatment and the information he gave has been very useful to me.,The doctor connected in a flash n eased out my worries by listening as well as answering all my questions n apprehension...he has an excellent team all the physios out there were attentive prompt and made everyone comfortable n feel cared..all n all excellent place n atmosphere to start your healing process",600,Dr. Tariq Shaikh   (Physiotherapist),,Physiotherapist
Perfection Plastic Surgery Clinic,Pune,"MBBS, MS - General Surgery, MCh - Plastic Surgery",17,"My mother was suffering from gangerne due to diabetics. It was a serious issue due to absence of blood circulation; already she had lost her toes. Now the challenge was to save her leg from amputation. Dr. Pushkar Deshpande gave us excellent treatment and took great efforts to save her leg. Dr. Deshpande tried their level best and successfully cured diabetic wound in such critical situation. We are very thankful to him. ,polite and a person full of patience. He explains everything from the reason to why something happened to you to what would be the after effects of the treatment. I would definitely recommend him and trust him for further treatment for myself.,I visited dr deshpande  for my baldness. He gives me explaination regarding fue and fut techniques  of hair transplant. He not only explains procedure in details but guides which is suitable for me in simple language. Underwent fue technique it was pleasent experience .surely recommend dr pushkar deshpande  for hair transplant. ,Excellent talking about problems",700,Dr. Pushkar Deshpande,5.0,Hair Transplant Surgeon
"Dr. Thareja's 32 Perfect Dental Care,Ragade Dental Speciality Clinic",Pune,"MDS - Prosthodontics, BDS",16,"I visited Dr Amit for my front teeth improvement which were malaligned.he did a fantastic work with cosmetic treatment and I m very happy with it. He explained the treatment very well before starting it. I am happy that my friend recommended me to him.,The doctor was friendly. He explained the various options available for the treatment. I am satisfied with the treatment. I would recommend the doctor.,My son and daughter-in-law recommended this doctor for dental problem. He heard me patiently and then explained pros and cons of different alternatives for this problem like denture, implants, medicines only etc. Advised me for implants. Then for several essential sittings I visited and without much waiting was treated as per the scheduled appointment. His hands are delicate and without much pain implantations for two teeth was done. I can confidently recommend Dr. Amit Theraja for any dental problem.,I was so much in pain when i came for my treatment.He is really good and helped me to overcome pain asap and also he is extremely patient with me will surely recommend him.",300,Dr. Amit Thareja,"5.0,5.0",Dentist
Happydent Superspeciality Dental Clinic,Pune,BDS,7,"Mostly have been scared of dental treatment, but Dr. Ashwin expertly handled the treatment. Would definitely recommend anybody with dental issues to get their treatment done here. ,It was a great professional experience with no hassles.Work done is of great quality and satisfaction.,The doctor explained me the procedure ckean and clear at the first step and he followed the same till it get completes. The treatment and cost of the treatment are likely to be worth going to the doctor. ,I have always been afraid if visiting a Dentist, but this one was a different experience all together. Dr. Ashwin is, friendly and most importantly has great hands on experience. My treatment was painless all through the 4 sittings and no needless meds were prescribed. I would highly recommend anyone to Happydent clinic. Cheers.",200,Dr. Ashwin Prasad,5.0,Dentist
Jupiter Hospital,Pune,"MBBS, DNB - General Surgery, MCh - Plastic Surgery",6,"She gives a lot of time to the issue herself....and seems quite genuine not commmercial.....she doesn't jump to the diagnosis showing overconfidence.....she will explain till u r satisfied,Dr.Swapna is extremely nice and attentive. She explained the procedure in detail and patiently answered all my queries. I would definitely recommend her!",1000,Dr. Swapna Athavale,4.5,Plastic Surgeon
Being Happy Clinic,Pune,"BHMS, Post Graduate Diploma in Psychotherapy Counselling, PG Hom. (London)",10,"I was suffering from extreme menorrhagia problem. After continuing allopathic treatment for more than 10 years and not yielding any results I got disheartned and was under presumption that I may have to remove my uterus. But fortunately enough I came in contact with Dr UMA PANJABI. On my first visit she heeded my problem and assured me not to panic as the problem can be solved with a proper charted homeopathic course starting from detoxification. The most admiration she draws is that she has thorough knowledge of body anatomy and working parameters. The problem was overcome within a span of 4 months. The medicines simply worked as magic upon me. I entirely owe my sound health to her. She also suggested do's and don'ts in proper way. She was accessible whenever required through chats or at the time of emergency.,My first review because I have all the reasons to review her. ,I will like to share one of the unique quality of Dr Uma Panjabi which is very rare amongst today's doctors Dr. Uma  studies all the health problems & realted factors  of her patient then she plans medicines or treatment accordingly & then keeps a close follow up untill  pateint is cured till his satisfaction. She also takes a complete review from the patient in form of short interview or a video message. ,I was suffering from diabetes and hypertension. I met Dr Uma Panjabi a very kind doctor. She inquired everything related to my health. Gave me proper guidance about my diet and lifestyle changes. She gave me medicines. I was completely cured of my problem in just 3 months . Thanks a lot to Dr Uma Panjabi🙏. Now I’m not on any medications and my BP and sugar are absolutely normal. I would highly recommend Dr Uma Panjabi. ",1000,Dr. Uma R Panjabi,5.0,Homoeopath
Agarkar's Orthodontic Centre- Dental Clinic,Pune,"BDS, MDS-Oral Pathology and Oral Microbiology",10,"Doctor has explained necessary information with reasoning and taken extreme care to address the problem. ,Helped me get aware of my problem and was very cautious in handling my pain., She makes a patient feel very comfortable by explaining the cause of the tooth problem, explains the procedure and empowers the patient giving them different options or explains the reason why she needs to do a certain treatment. I had teeth grinding and extreme pain in my jaws due to it. She recommended a mouth guard and with help of the other specialist doctor in the office, I got a custom mouth guard made and this has been very helpful to me in stopping my jaw pain and sensitive teeth. She also found an issue of bleeding gums and did a mouth cleaning for me and gave me medication for it. She takes time with every patient and doesn't rush the procedure. I highly recommend this clinic and my treatment experience with Dr Rasika was fantastic.,Done root canal and removal of milk tooth.. Good experience.... No issues in Cleanliness, timing and communication in case delay of tooth cap... ",200,Dr. Rasika Joshi,5.0,Dentist
Shwaas Chest Clinic,Pune,"DNB - Respiratory Diseases, MBBS",13,"As my grandmother is been facing issue with the Breathing problems i am satisfied with the result as before she have took the treatment with dozens of doctor but no result .Its been 2 months now she is not getting any breathing problems.I highly recommend this doctor he is been friendly and he knows how to treat the patients. Thank you 😊,Doctor anand listen problem very patientlyand Nicely explained about the problem and also give appropriate treatment ,Visited doctor Anand for Cough treatment. Got good service from doctor Anand. Satisfied with service. He did my Lung function test..it took so much time to do that..so many attempts got failed but still receptionist supported well till I achieve desired result. But seems little bit costly services. ,why he was pushing me to go aditya birla hospitalthe way he explained...I didn't understand property",600,Dr. Aanand Yannawar,4.0,Pulmonologist
"Saishree Hospital,Doss Surgical Clinic,Doss Surgical Clinic",Pune,"MBBS, DNB - General Surgery, Fellowship in Minimal Access Surgery",9,"I visited for my mother . She had umbilical hernia . ,I visited Dr.Rohit Shool last year for  my Gol- stone problem. He explained me the treatment very well  and gave me  courage which was very important  for me at that time..He did surgery very well .He also took care after surgery  and guide post care after surgery. He is very helpfull and cooperative Dr.  Thanks Dr.Rohit Shool.,He did my back lump surgery.It was a very smooth procedure.I highly recommend Rohit Sir.He is a bery friendly and skilled doctor.,Quite knowledgeable and easy going. Diagnosed and treated patient quite well and subsequent surgery also went well. Doesn't prescribe unnecessary tests and medicine which saves a lot. Thanks for, treatment and diagnosis",500,Dr. Rohit Sachitanand Shool,4.5,Laparoscopic Surgeon
Apollo Clinic,Pune,"MBBS, MD - Medicine, DNB - Cardiology",15,"Overall good. Experience doctor is friendly behavior. She ask questions patiently.  She has good professional and try to resolve all your issues . When you reach to her opd you feel that you are at right place.  ,Approachable everytime, Friendly Nature, Personally remember patients history, Specialist, talks facts and much more.,Had a very pleasant experience. The doctor is quite experienced and friendly. Highly recommended.   ,.dont go it's very expensive & they missguides patients. I will not recommend. ",700,Dr. Priya Palimkar,4.0,Cardiologist
Rising Medicare Hospital,Pune,"MBBS, MS - General Surgery",39,"He is very helpful and polite, his friendly ness help you to talk openly and discuss about the issues in more descriptive way. He listened to the problem first and treat it very well. I had undergone for breast surgery within 10 days I could undertake all my routine work. Staff is also so co operative..... Thanks to Dr K. H Giri and appreciate your attention.,Giri Sir listened by health issues, inspected the same & given, treatment to overcome from that.,very rude. , won't recommend at all. please do not visit here. absolute nightmare",500,Dr. K.H Giri,5.0,General Surgeon
Vedic Ayurveda and Panchakarma Clinic,Pune,BAMS,12,"Hi, I am Rajamani (42  year) would like to put my experience/opinion regarding treatment at Vedic Ayurveda and Panchkarma under Dr. Kalpana Ladde for multiple issues. I met her regarding my skin rashes and unbearable itching due to allergic reaction. Many suggestions came from friends and relatives. Most of them were shocked that for such a severe issue I, had opted to take Ayurveda treatment and not Allopathy.,Improvement in mental as per suggested by doctor. I have now different view for the world. Definitely recommend,I consulted doctor based on reference given by one of my friend who gave very positive feedback about doctor. My experience is also the same. I went under detoxification and I feel completely rejuvenated now a days. ,Initially I was not very keen to opt for Ayurveda treatment for my problem. However, one of my friend insisted to meet Dr. Kalpana once and then decide on treatment. Frankly speaking, in first interaction itself I got the confidence that I can come out of the problem due to the way problem was diagnosed and it's treatment explained. She asked me to keep some patience to cure the issue naturally from its root. I am happy with the treatment.",300,Dr. Kalpana Ladde,5.0,Ayurveda
"Doss Surgical Clinic - Kharadi,Doss Surgical Clinic - Hadapsar,Doss Surgical Clinic",Pune,"MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology, MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology",18,"I am suffering by ulcerative colitis& high level fistula, to recover these disease end colostomy did14 years ago by other doctor. As fistula & ulcers recovered I want to reconnect large intestine in normal way from last 3-4 years but many doctors told that it is not possible to reconnect large intestine as it is, their opinion is that sigmoid colon and rectum should be removed/taken out then will connect remaining part of large intestine to anal-rectum junction, which I never want.,Visited Dr VC Gandhi regarding pain due to gall stones. After sharing my experience of the past few years with pain, he took time to explain the procedure as well as answered all my questions/apprehensions regarding the surgery. I left feeling as if I am in safe hands. I am glad I put my trust in him and got the procedure done at Ruby Hall. He was helpful with hospital procedures as well and made sure I was comfortable even when he was not around. His assistants too took good care of me,I am a resident of Jabalpur. (M.P.) It was a very satisfactory and heartfelt experience of my entire life which I have witnessed with Dr VC Gandhi. I am very grateful to Dr VC Gandhi for his duties and responsibilities which he disposed dleigently with honesty and simplicity. He is really very genuine doctor really working for mankind. His humbleness towards his patients is always at the peak. A very soft-spoken, simple and ever smiling doctor. On his every visit, his expression and way of talking along with his soft voice delivers you from pain and decease.  The way he explained about my problems is really appreciatable and beyond words. I was suffering nearly for two years from my abdominal pain, and I had visited approximately 5-6 hospitals for treatment but of no use. All the doctors said I am suffering from acute Pancreatitis and further doctors said I have chronic Pancreatitis. The doctors of Jabalpur and NAGPUR were unable to diagnose my real issue/problems 4-5 CT Scans and MRI along with other clinical tests were taken but I did not get any relief, instead my situation was worsening and my health was declining day by day. I nearly lost 10 to 12 kg within 8 months. ,I was diagnosed with sigmoid diverticulitis,. Some part of large intestine was removed with Batman procedure an d connected after 3.5 months . Both were major surgeries. Dr. Gandhi performed very efficiently and I did not felt that I had undergone such major operation.I am now normal person. Dr. Gandhi took good care after both surgeries. I can say Dr. Gandhi is very good choice I have made.",800,Dr. Vidhyachandra Gandhi,,Gastrointestinal Surgeon
Skinovate Laser & Cosmetic Surgery Center LLP,Pune,"Diploma in Trichology - Cosmetology, BHMS",9,"I like her treatment the way she explained. I am very much satisfied with her treatment.. I recommend her always..,It was a very fantastic experience at skinovate clinic they are very professional and chemical peels are effective and worth of your money Thank you Doctor ( Sharda Patil) ,I just had a normal rashes issue and the doctor gave me a big list of cosmetics including face wash, sun screen, soap,a moisturizer, a few creams more + 10 day course of anti allergic tablets- atarax and cetrizine and vitamin C too-the amount totalling 1000+...I got no relief because none of them were properly medicated..I got cured completely with just one anti itching oinment worth RS 50...It was a very disappointing experience.. The only person who got benefitted was the pharmacy guy who was at the skinovate clinic!,Hi, My experience is average. Doctor is good enough but I am surprised that fees is Rs. 300 but to insert Rs 45 Kinakort injection into 2-3 bald patches she is asking another Rs 500. ",500,Dr. Sharda Patil,3.5,Cosmetologist
Unique Child Care Clinic And Dental Clinic,Pune,"MBBS, MD - Pediatrics",12,"Doctor was very forthcoming in explaining the medical problem of my son. He took time to explain the cause and precautions to be taken by both the child and us as parents so as to prevent the infections happening in future. Highly recommended for all parents staying in and around Wagholi. The clinic is very conveniently located. Not even 20 metres from Wagholi bus stand. ,Nice treatment, treats with respect. Advices all do's for children, apart from regular checkup. Nice experience, satisfied., most importantly not a costly. I m also going from reference . I m very satisfied for treatment.,good. You don't need to worry about children's health. You can get complete guidance about your baby care at this place",400,Dr. Sandeep Jagdale,5.0,Pediatrician
Jupiter Hospital,Pune,"MBBS, Diploma in Child Health (DCH)",20,"Dr. Patki has been my son's pediatric for almost three years now. She is extremely friendly, very patient and calm when dealing with kids and their parents as well :), though we were charged twice for the consultation on 3rd day itself. Dengu test was positive in my baby case hence he had to get through CBC test several time.My last visit to pathology department was very disappointing they took my 2yr baby blood with the same nidle which is used for adults & adding to it they told me that they have taken extra blood so that if we need any other tests to be done.though we have told them before hand that we only need CBC test.it was really disturbing,Really very good experience with Dr,very cooperative, explained what exactly happened and how long the treatment will go , listening to kid and parents with interest and answers properly too.My experience is very nice.,I really appreciate the fact that Dr. Patki is very accessible. She responds to all our queries no matter how trivial they are. She gives us time when we visit her in the clinic and addresses questions and concerns patiently. She has a calm demeanor and friendly way of talking that is very comfortable especially for a first time mother. I first visited Dr. Patki when my daughter was 1 week old. Since then Dr. Patki has guided us with her suggestions on treatments for common issues faced by babies and general topics such as what food to introduce at what stage, nutrition, safe products to use for baby, right time to get baby's ears pierced, dealing with changing sleep patterns, etc. ",500,Dr. Anupama Patki,4.5,Pediatrician
Pranayam Cardiac Diagnostic and Womens wellness Centre,Pune,"DNB - Cardiology, DNB - General Medicine, MBBS",8,"Visited to check my dad's health issues. Dr. Suggested few good health check-up options and explained results in detail.,Went for 2D echo test was feeling breathlessness and chest pain, doctor is very friendly and listened all my all query ans cleared all doubts. ,Very good experience Dr gives Proper advice and explain all health problem and friendly Nature and provide proper medication ",700,Dr. Ajitkumar Jadhav,,Cardiologist
Skinovate Laser & Cosmetic Surgery Center LLP,Pune,"MBBS, Diploma in Dermatology",9,"The doctor examined the problem well and gave medicine for 5 days. The itching was reduced within a day and recovered fully in 3 days.However, the staff outside was not good.When I asked for the stamped copy of the bill for he made excuses that the printer is not working. When I said I won't leave without the bill he provided me with the bill from the same printer.,Had black itchy rough skin on chin, around nose since more than 5 yrs, after taking medicines from Dr Shilpa, surprisingly within 15-20 days mark became lighter day by day, now my chin skin is clear, not itching. Other than treatment Dr has also suggested medicines for skin tone improvement. Very thanks to Dr Shilpa helping to overcome inferiority complex and build up confidence,I was suffering from severe skin allergie I went to many skin specialist doctors but I was not getting any results then last I visited skinovate clinic and was treated by Dr shilpa ghode in few days I got relief and now I am very much satisfied with the treatment and I recommend dr shilpa ghode for skin allergies thanks alot skinovate clinic and Dr shilpa ghode,Please avoid !!",500,Dr. Shilpa Ghode,3.5,Dermatologist
"Dr Raj Kulkarni - Viman Nagar,Dr Raj Kulkarni - Magarpatta",Pune,BNYS,12,"Through Dr Kulkarni’s clinic, I received excellent Yoga therapy at home, administered by Amrita. ,The first thing I like about the clinic is that it doesn't feel like a typical clinic.,Dr. Raj is a well experienced person  in his field.  He listens and understand the problem and suggest the treatment accordingly. He carries a positive attitude and passes on the same to his patients, which cures half of the illness there itself. The accupuncture sessions i attended definitely made me more energetic and happy. ,Hi, I would like share my experience with Dr.Kulkarni. I had issues with lower back due to muscle spasm and in the past was hospitalized thrice. Getting hospitalized thrice for muscle spasm and at young age was an alarming situation, I had to get this fixed. I was looking for a permanent solution to this problem. I started looking on Practo for the treatment and came across  Dr.Kulkarni's profile and started looking at reviews. In one of the reviews someone mentioned about muscle spasm so I thought of visiting the Doctor. I remember it was a Sunday and I went to Viman Nagar Clinic.  Just a day or two before the visit I had got a spasm stroke and trust me I was in immense pain and it was even difficult for me to ride my bike. On the day of visit I was given a form to fill by the Doctor and i filled it and discussed all the health problems. One thing I must say that Dr.Kulkarni will listen to you patiently and give you a solution.  He completely understands the patient, is very friendly and will not suggest anything unnecessarily.  After my discussion he asked me if I want to take the 1st session right away, I agreed to it and took my very first session, it was around 20mins. After the 1st session I could feel a relief in the pain and I can say I was happy and decided to continue with the treatment. The best thing is that Dr.Kulkarni gave guaranteed result and within 10 sessions the muscle spam completely gone.  Doctor explained me the correct reason why I was getting these spasm. Now I am working on other health areas and I am sure I will get the result.  ",500,Dr. Raj Kulkarni,"5.0,5.0",Yoga And Naturopathy
Parmar Multi Speciality and Maternity Hospital,Pune,DGO,17,,500,Dr. Rachna Parmar,,Gynecologist/obstetrician
Pro Dental Care,Pune,"BDS, MDS - Conservative Dentistry & Endodontics",10,"Excellent work by the doctor. Gives time to each patient. Explains the health issue. Provides you with all the options available. ,I visited Dr.Patil for Wisdom tooth extraction, which he performed very smoothly. I also got cavities filling done.,I m happy and satisfied.Excellent service and great facility at ProDental Care.,He is the most friendly doctor ,He makes you very comfortable and gives , treatment. I would recommend him and his clinic ,Was worried about my smile but after Visiting Pro Dental Care I was very much relieved... I am very happy with doctors explanation and also with the standard of treatment they offer .. well maintained and hygienic service my treatment was done with very much ease ",200,Dr. Dnyaneshwar Patil,5.0,Dentist
"Pro Life Clinic,Pro Life Clinic,Pro Life Clinic,Pro Life Clinic,Pro Life Clinic,Pro Life Clinic,Pro Life Clinic",Pune,BHMS,10,"3 months back when I first time visited Dr. Vikas Karale, my wife was crying.,Unbelievable journey with this magical man Dr. Vikas. I lost all Hope's for my own baby at the age of 41 years and after gone through continuous treatments with reknowed gynaecologist, ayurvedic doctors and homeopathic doctors too. But after failure of 5th cycle of my IVF, I lost my courage. That time I got to know about this doctor. I just closed my all doors of Hopes but my husband forced me. I said ok but only for 3 months. I entered in pro life clinic, dr Vikas explained me well about my case which is happened  with me first time in this 13 years of treatment experience with any doctor. No any doctor shown this kind of dedication. This doctor assured me that I can get conceive naturally. I thought what's new in it, all previous doctors told me the same. But in 3rd month of my treatment I ovulated naturally it was my first time. I was happy that day I decided I am not going to be quit until and unless dr Vikas ask me to stop. Magic not stopped here, on 6th cycle of natural ovulation I got positive upt. It's just impossible but this man made it possible without any harm, chemicals or injections. I was under his treatment for whole 9 months of my pregnancy. I got baby girl without any complications. Thank you so much doctor for a such lovely gift. I highly recommend him for any women health issues specially for Infertility for both husband and wife. Thank you so much again.,He is really good in communication and very friendly.I got results very soon and so i will recommend him to many people.He has the potential to clear all your problems.,I am a software professional. Fat, weight and cholesterol are kind of gift from this industry. Even I was struggling with this from quite a long time. I used to spend hours in gym supported with diet plan from Nutritionist but there was no considerable change and I gradually started losing hope if I would really go back to my normal physique. Then I met Dr. Vikas Karale, in March 2019, who recommended me with Detoxification therapy for 2 months. I weighed 76kgs then. This was my last attempt for weight loss and I hope it would work. In May 2019, I weighed 66kgs. I was pretty confident that after the completion of Detoxification therapy, in May 2019, I will weigh more than 76kgs. Surprisingly I was 61kgs by end of July 2019. It was not a surprise; it was all about the magic of Detoxification. My fat percent was drastically dropped from 34.3 to 26.5. Today, Nov 2019, I weigh 61kgs and all my reports are normal. I am extremely happy to see the results. ",500,Dr. Vikas Karale,"5.0,5.0,5.0",Homoeopath
Olive Health Center,Pune,BPTh/BPT,12,"Friendly very descriptive  wait time is.less appreciated the patience friendly explanation of the health issue,Olecranon fracture post surgery physiotherapy treatment,It was great to get the treatment from Dr. Anisha she was very friendly, caring I would to recommend to my friend about her treatment. ,Doctor Anisha is soo good and such a nice person. She used to explain me the exercises very patiently again and again if I didn't get it. I used to ask her a lot of questions since I was overthinking about my recovery as I am a serious athlete and she used to answer all of my questions very patiently making me understand its technicality. I took around 20 sessions with her. Frankly I have never had such a good rapport with a doctor before. She took great care of me. This is the best thing about her. With her, I felt like home, eased up and all. All this has added a lot to my recovery because having the right mental state is also important. Now, I am recovering quickly. Thanks a lot Doc. Will miss ya",500,Dr. Anisha Yadav   (Physiotherapist),4.5,Physiotherapist
Magarpatta Dental Destination,Pune,BDS,15,"this was my first visit to a dentist and he explained me About Oral hygiene in detail and correct method of maintaining oral hygiene.. got my scaling polishing one filling and one front tooth gap closure... very satisfied and very happy with his service..,Had met with an accident and had broken my front tooth in half. ,I now have regular followups with him to make sure I have a good oral hygiene., , Definitely recommend him.,This was my first visit for tooth sensitivity treatment, and I must admit I am highly satisfied with the way doctor took his time and explained about oral hygiene, in deepth analysis about the isssue. Doctor is very friendly.,Had pain in wisdom tooth.. doctor explained all treatment modalities in proper way, followed all protocols properly and gave a painless and pleasent experience for wisdom teeth removal.",150,Dr. Arshad Bangi,,Dentist
Umarji Mother & Child Care,Pune,"MBBS, MD - Pediatrics",39,"Expert advice,,,,and treatment ,,, was satisfied with the communication and approach ",750,Dr. S R Agarkhedkar,4.5,Pediatrician
"Khurd Gynaec, Endoscopy, Fertility and IVF Centre",Pune,"DNB - Obstetrics & Gynecology, MBBS",13,"Dr. Aditya Khurd has been an amazing doctor I have ever met. He was able to diagnose things very quickly. I was quite nervous post my diagnosis few months back. H,We came to know about Doctor Aditya through a close friend and our experience with him has been great. I was diagnosed with Uterine Fibroid and was very scared about it. Thanks to Dr. Aditya who first listened to all our concerns patiently and answered all our long list of queries and made us feel at home. He explained to us how the Fibroid could be removed using a simple procedure involving Laparoscopy. He himself performed the operation and removed the Fibroid successfully. ,He understands the symptoms in detail. He did not just suggest the treatment but also suggested the precautions to keep in mind so this issue doesn’t occur again. Would definitely recommend.  :),Pratibha Khanna Mayank KhannaI & my husband met with Dr. Aditya khurd  on baner clinic when we r doing our family planning and i have lots of issues. He is very helpful friendly n clam doctor. He listened our problem very carefully. He diagnosed my problem n gave me best advice, i got pregnant  with twins within a month. Having twins pregnancy with sugar and thyroid and many other problems like  allergies, pain etc .... But he handle our case very nicely and he gave me best guidance and support as and when needed.We both are much thankful to him and all the staff of khurd clinic. 1 -Dr. Aditya khurd has very rich experience of handling infertility cases. 2 - Best advice provides for all issues during entire pregnancy.3 - 24*7 support available. 4 - He has always discussed all reports in details and provided precautions and best medical treatment as and when needed .5 - overall we had a great experience and will surely recommend him to our friends and relatives. Thanks  and best wishes!!! ",500,Dr. Aditya Khurd,5.0,Gynecologist/obstetrician
Doss Surgical Clinic,Pune,"MBBS, FAMS - General Surgery",10,"Special Thanks to 7 Orange Hospital. Best doctors on-board, friendly staff which rare in hospitals, utter most focus on cleanliness and hygiene. You can visit this hospital without any single thought. I went for my mother's treatment and I am satisfied with all the services. Also this is budget friendly hospital. Need one more branch in Pune. :).,Nice experience with Suhas sir. He explained the issue in brief and what are treatments available for that and which will be the best for you. Suhas sir is extremely friendly. Thank you. ,My mother was admitted at 7 Orange hospital for DJ Stent removal procedure as she was diagnosed with Pyonephrosis. , ,Fissulectomy was the procedure successfully done by Dr. Suhas Patil at 7 Orange hospital. Overall treatment was caring. Would recommend this hospital to others.",500,Dr. Suhas Sudhakar Patil,,General Surgeon
"Shree Madhavaamrut Ayurvedi and Panchkarma Clinic,Shree Madhavamrut Ayurvedic & Panchkarma Clinic",Pune,"BAMS, MD - Ayurveda Medicine",11,,200,Dr. Rupali Jadhav,5.0,Ayurveda
